C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short_words/W,avg_W_len,unique_W/W,spam_W_match,class
135,0.718518519,0.081481481,0.177777778,0.022222222,25,0.24,4.44,0.96,0,1
41,0.780487805,0.024390244,0.170731707,0.024390244,8,0.125,4.25,1,0,0
46,0.739130435,0.02173913,0.217391304,0.02173913,11,0.363636364,3.272727273,1,0,0
135,0.807407407,0,0.177777778,0.014814815,25,0.2,4.44,0.92,0,0
46,0.869565217,0,0.108695652,0.02173913,6,0,6.833333333,1,0,0
157,0.72611465,0.01910828,0.21656051,0.038216561,35,0.314285714,3.514285714,0.971428571,0,0
24,0.75,0,0.166666667,0.083333333,5,0.2,4,1,0,0
17,0.764705882,0,0.176470588,0.058823529,4,0.25,3.5,1,0,0
20,0.55,0.15,0.2,0.1,5,0.2,3.2,1,0,0
84,0.761904762,0,0.178571429,0.05952381,16,0.1875,4.3125,1,0,0
156,0.666666667,0.096153846,0.192307692,0.044871795,31,0.35483871,4.064516129,1,0,1
71,0.816901408,0,0.112676056,0.070422535,9,0.111111111,7,1,0,0
155,0.780645161,0.006451613,0.187096774,0.025806452,30,0.3,4.2,0.9,1,0
122,0.754098361,0,0.204918033,0.040983607,26,0.153846154,3.730769231,0.923076923,0,0
143,0.755244755,0.034965035,0.174825175,0.034965035,26,0.269230769,4.538461538,0.884615385,0,1
49,0.775510204,0,0.183673469,0.040816327,10,0.2,4,1,0,0
25,0.72,0.04,0.2,0.04,6,0.5,3.333333333,1,0,0
44,0.75,0,0.204545455,0.045454545,10,0.3,3.5,1,1,0
65,0.723076923,0,0.230769231,0.046153846,16,0.5625,3.125,0.875,0,0
134,0.671641791,0.126865672,0.179104478,0.02238806,25,0.2,4.4,1,1,1
21,0.761904762,0,0.095238095,0.142857143,3,0,6.333333333,1,0,0
46,0.804347826,0,0.173913043,0.02173913,9,0.111111111,4.222222222,1,0,0
160,0.69375,0.1125,0.1625,0.03125,27,0.148148148,4.962962963,1,1,1
90,0.722222222,0.055555556,0.188888889,0.033333333,18,0.277777778,4.055555556,0.888888889,0,1
135,0.792592593,0,0.177777778,0.02962963,25,0.08,4.44,0.96,0,0
39,0.794871795,0,0.205128205,0,9,0.444444444,3.444444444,1,0,0
83,0.734939759,0,0.192771084,0.072289157,17,0.117647059,3.941176471,0.882352941,0,0
44,0.818181818,0,0.136363636,0.045454545,7,0,5.428571429,1,0,0
27,0.851851852,0,0.148148148,0,5,0.2,4.6,1,0,0
24,0.833333333,0,0.166666667,0,5,0.4,4,1,0,0
67,0.76119403,0.014925373,0.179104478,0.044776119,13,0.307692308,4.230769231,0.923076923,0,0
67,0.776119403,0,0.208955224,0.014925373,15,0.266666667,3.533333333,0.933333333,0,0
33,0.757575758,0,0.212121212,0.03030303,8,0.25,3.25,1,0,0
31,0.741935484,0,0.193548387,0.096774194,7,0.285714286,3.714285714,0.857142857,0,0
119,0.764705882,0,0.210084034,0.025210084,26,0.269230769,3.615384615,0.769230769,0,0
910,0.789010989,0,0.186813187,0.024175824,171,0.198830409,4.32748538,0.543859649,0,0
156,0.711538462,0.019230769,0.217948718,0.051282051,35,0.457142857,3.485714286,0.857142857,0,0
35,0.771428571,0,0.171428571,0.057142857,7,0.285714286,4.142857143,1,0,0
24,0.833333333,0,0.166666667,0,5,0.2,4,1,0,0
156,0.608974359,0.179487179,0.153846154,0.057692308,25,0.24,5.28,1,0,1
52,0.769230769,0,0.153846154,0.096153846,9,0.333333333,5,0.888888889,0,0
149,0.67114094,0.161073826,0.154362416,0.013422819,24,0.041666667,5.25,1,1,1
72,0.777777778,0,0.194444444,0.027777778,15,0.266666667,3.866666667,0.933333333,0,0
19,0.789473684,0,0.157894737,0.052631579,4,0.5,4,1,0,0
187,0.77540107,0,0.192513369,0.032085561,37,0.189189189,4.081081081,0.756756757,1,0
71,0.704225352,0,0.225352113,0.070422535,17,0.411764706,3.235294118,0.764705882,0,0
23,0.826086957,0,0.086956522,0.086956522,3,0,7,1,0,0
145,0.751724138,0.062068966,0.172413793,0.013793103,26,0.269230769,4.615384615,1,0,1
160,0.76875,0,0.175,0.05625,29,0.103448276,4.551724138,0.896551724,0,0
73,0.767123288,0,0.191780822,0.04109589,15,0.4,3.933333333,0.933333333,0,0
106,0.773584906,0,0.188679245,0.037735849,21,0.285714286,4.095238095,1,0,0
80,0.7875,0,0.2,0.0125,17,0.235294118,3.764705882,1,0,0
103,0.796116505,0,0.174757282,0.029126214,19,0.157894737,4.473684211,1,0,0
43,0.604651163,0,0.209302326,0.186046512,10,0.4,3.4,0.9,0,0
68,0.735294118,0.014705882,0.191176471,0.058823529,14,0.357142857,3.928571429,0.857142857,0,0
159,0.79245283,0.012578616,0.150943396,0.044025157,25,0.2,5.4,0.96,1,1
32,0.78125,0,0.1875,0.03125,7,0.285714286,3.714285714,1,0,0
158,0.708860759,0,0.215189873,0.075949367,35,0.285714286,3.542857143,0.857142857,0,0
140,0.8,0,0.192857143,0.007142857,28,0.25,4.035714286,0.892857143,0,0
108,0.731481481,0,0.212962963,0.064814815,24,0.416666667,3.583333333,0.916666667,0,0
31,0.677419355,0,0.096774194,0.225806452,4,0.25,7,1,0,0
23,0.826086957,0,0.173913043,0,5,0.2,3.8,1,0,0
57,0.771929825,0.01754386,0.192982456,0.01754386,12,0.25,3.833333333,1,0,0
37,0.810810811,0,0.189189189,0,8,0.25,3.75,1,0,0
60,0.733333333,0,0.233333333,0.033333333,15,0.533333333,3.066666667,1,0,0
75,0.773333333,0,0.173333333,0.066666667,14,0.285714286,4.5,0.714285714,0,0
54,0.814814815,0,0.166666667,0.018518519,10,0.4,4.5,1,0,0
69,0.739130435,0,0.188405797,0.072463768,14,0.357142857,4,0.857142857,0,0
71,0.450704225,0.38028169,0.14084507,0.028169014,11,0.181818182,5.545454545,1,0,1
72,0.722222222,0.027777778,0.222222222,0.027777778,17,0.294117647,3.294117647,1,0,0
154,0.662337662,0.142857143,0.168831169,0.025974026,27,0.222222222,4.740740741,0.925925926,0,1
40,0.825,0,0.125,0.05,6,0,5.833333333,1,0,0
153,0.705882353,0.111111111,0.183006536,0,29,0.103448276,4.310344828,0.965517241,0,1
36,0.75,0,0.111111111,0.138888889,5,0.2,6.4,1,0,0
35,0.8,0,0.142857143,0.057142857,6,0,5,1,0,0
34,0.705882353,0.029411765,0.176470588,0.088235294,7,0.142857143,4,1,0,0
156,0.679487179,0.096153846,0.185897436,0.038461538,30,0.133333333,4.233333333,0.933333333,0,1
78,0.769230769,0,0.192307692,0.038461538,16,0.3125,3.9375,1,0,0
122,0.680327869,0,0.180327869,0.139344262,23,0.304347826,4.347826087,0.826086957,0,0
108,0.685185185,0.111111111,0.166666667,0.037037037,19,0.315789474,4.736842105,0.894736842,0,1
63,0.825396825,0,0.158730159,0.015873016,11,0.272727273,4.818181818,1,0,0
25,0.72,0,0.16,0.12,5,0.4,4.2,1,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
35,0.8,0,0.142857143,0.057142857,6,0,5,1,0,0
155,0.716129032,0.006451613,0.2,0.077419355,32,0.375,3.875,0.875,0,0
58,0.724137931,0.017241379,0.206896552,0.051724138,13,0.307692308,3.538461538,1,0,0
31,0.774193548,0,0.225806452,0,8,0.625,3,1,0,0
120,0.716666667,0.1,0.15,0.033333333,19,0.105263158,5.368421053,0.894736842,1,1
24,0.666666667,0,0.208333333,0.125,6,0.166666667,3.166666667,1,0,0
17,0.705882353,0,0.176470588,0.117647059,4,0.5,3.5,1,0,0
152,0.809210526,0,0.131578947,0.059210526,21,0.19047619,6.285714286,0.857142857,0,0
49,0.775510204,0,0.163265306,0.06122449,9,0.222222222,4.555555556,1,0,0
158,0.64556962,0.101265823,0.170886076,0.082278481,28,0.214285714,4.678571429,0.857142857,0,1
80,0.775,0,0.2,0.025,17,0.176470588,3.764705882,0.941176471,0,0
85,0.764705882,0,0.2,0.035294118,18,0.166666667,3.777777778,0.944444444,0,0
115,0.669565217,0.008695652,0.208695652,0.113043478,25,0.24,3.64,0.92,0,0
114,0.692982456,0.140350877,0.149122807,0.01754386,18,0.166666667,5.388888889,1,1,1
25,0.48,0,0.24,0.28,7,0.285714286,2.714285714,1,0,0
45,0.688888889,0,0.2,0.111111111,10,0.3,3.6,1,0,0
70,0.728571429,0,0.171428571,0.1,13,0.153846154,4.461538462,1,0,0
22,0.772727273,0,0.227272727,0,6,0.333333333,2.833333333,1,0,0
43,0.744186047,0,0.186046512,0.069767442,9,0,3.888888889,1,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
22,0.681818182,0,0.181818182,0.136363636,5,0.6,3.6,1,0,0
143,0.622377622,0.118881119,0.202797203,0.055944056,30,0.4,3.8,0.833333333,0,1
72,0.777777778,0,0.194444444,0.027777778,15,0.2,3.866666667,1,0,0
90,0.8,0,0.188888889,0.011111111,18,0.277777778,4.055555556,1,0,0
70,0.728571429,0,0.185714286,0.085714286,14,0.285714286,4.071428571,0.928571429,0,0
140,0.785714286,0,0.178571429,0.035714286,26,0.153846154,4.423076923,0.923076923,0,0
38,0.684210526,0,0.157894737,0.184210526,7,0.285714286,4.714285714,0.857142857,0,0
52,0.653846154,0.076923077,0.153846154,0.115384615,9,0,4.888888889,1,0,0
40,0.825,0,0.175,0,8,0.25,4.125,1,0,0
23,0.739130435,0,0.217391304,0.043478261,6,0.5,3,1,0,0
155,0.625806452,0.161290323,0.174193548,0.038709677,28,0.285714286,4.571428571,0.857142857,1,1
143,0.734265734,0,0.181818182,0.083916084,27,0.222222222,4.333333333,0.925925926,0,0
54,0.814814815,0,0.148148148,0.037037037,9,0.222222222,5.111111111,1,0,0
42,0.761904762,0,0.238095238,0,11,0.363636364,2.909090909,1,0,0
30,0.8,0,0.2,0,7,0.285714286,3.428571429,1,0,0
39,0.769230769,0,0.179487179,0.051282051,8,0,4,1,0,0
71,0.704225352,0,0.23943662,0.056338028,18,0.555555556,3,0.722222222,0,0
146,0.760273973,0.006849315,0.205479452,0.02739726,31,0.387096774,3.741935484,0.935483871,0,0
72,0.819444444,0,0.180555556,0,14,0.285714286,4.214285714,1,0,0
158,0.696202532,0.050632911,0.196202532,0.056962025,32,0.34375,3.96875,0.9375,0,1
23,0.826086957,0,0.130434783,0.043478261,4,0,5,1,0,0
26,0.653846154,0,0.230769231,0.115384615,7,0.428571429,2.857142857,1,0,0
59,0.762711864,0.016949153,0.186440678,0.033898305,12,0.166666667,4,1,0,0
150,0.726666667,0.013333333,0.213333333,0.046666667,33,0.333333333,3.575757576,0.848484848,0,0
164,0.756097561,0.012195122,0.225609756,0.006097561,38,0.394736842,3.342105263,0.921052632,0,0
26,0.692307692,0,0.230769231,0.076923077,7,0.428571429,2.857142857,1,0,0
65,0.8,0,0.169230769,0.030769231,12,0.083333333,4.5,1,0,0
35,0.771428571,0,0.2,0.028571429,8,0.375,3.5,1,0,0
33,0.787878788,0,0.151515152,0.090909091,6,0.333333333,4.833333333,0.833333333,0,0
26,0.807692308,0,0.153846154,0.038461538,5,0,4.4,1,0,0
46,0.695652174,0,0.239130435,0.108695652,12,0.583333333,3.083333333,0.75,0,0
38,0.763157895,0,0.210526316,0.026315789,9,0.333333333,3.333333333,1,0,0
35,0.771428571,0,0.2,0.028571429,8,0.25,3.5,1,0,0
18,0.777777778,0,0.111111111,0.111111111,3,0,5.333333333,1,0,0
46,0.717391304,0,0.173913043,0.130434783,9,0.333333333,4.333333333,0.888888889,0,0
68,0.764705882,0,0.205882353,0.029411765,15,0.4,3.6,0.933333333,0,0
73,0.821917808,0,0.136986301,0.04109589,11,0,5.727272727,1,0,0
49,0.775510204,0,0.204081633,0.020408163,11,0.272727273,3.545454545,1,0,0
13,0.615384615,0,0.076923077,0.307692308,2,0,6,1,0,0
63,0.761904762,0,0.206349206,0.031746032,14,0.285714286,3.571428571,1,0,0
133,0.781954887,0,0.195488722,0.022556391,27,0.222222222,3.962962963,0.925925926,0,0
158,0.658227848,0.113924051,0.183544304,0.044303797,30,0.3,4.3,0.933333333,1,1
13,0.384615385,0,0.153846154,0.461538462,3,0.333333333,3.666666667,1,0,0
49,0.591836735,0.244897959,0.142857143,0.020408163,8,0.125,5.25,1,0,1
74,0.783783784,0,0.189189189,0.027027027,15,0.266666667,4,0.933333333,0,0
48,0.75,0,0.208333333,0.041666667,11,0.272727273,3.454545455,1,0,0
137,0.744525547,0.00729927,0.218978102,0.02919708,31,0.516129032,3.451612903,0.935483871,0,0
158,0.708860759,0,0.170886076,0.158227848,28,0.357142857,4.892857143,0.714285714,1,0
40,0.8,0,0.125,0.075,6,0,5.833333333,1,0,0
20,0.8,0,0.2,0,5,0.4,3.2,1,0,0
59,0.779661017,0.016949153,0.203389831,0.016949153,13,0.307692308,3.692307692,0.846153846,0,0
61,0.803278689,0,0.147540984,0.049180328,10,0.1,5.2,1,0,0
153,0.673202614,0.124183007,0.163398693,0.039215686,26,0.307692308,4.923076923,0.923076923,0,1
130,0.792307692,0,0.184615385,0.023076923,25,0.08,4.24,0.92,0,0
145,0.703448276,0.068965517,0.193103448,0.034482759,29,0.310344828,4.034482759,0.862068966,0,1
37,0.702702703,0,0.216216216,0.081081081,9,0.555555556,3.222222222,1,0,0
31,0.838709677,0,0.161290323,0,6,0,4.333333333,1,0,0
27,0.740740741,0,0.222222222,0.037037037,7,0.428571429,3,1,0,0
41,0.756097561,0.024390244,0.170731707,0.048780488,8,0.25,4.25,1,0,0
49,0.775510204,0,0.224489796,0,12,0.416666667,3.166666667,1,0,0
51,0.784313725,0,0.196078431,0.019607843,11,0.363636364,3.727272727,0.909090909,0,0
121,0.776859504,0,0.198347107,0.024793388,25,0.28,3.88,0.88,0,0
63,0.761904762,0,0.19047619,0.047619048,13,0.230769231,3.923076923,1,0,0
83,0.771084337,0,0.168674699,0.060240964,15,0.2,4.6,1,0,0
50,0.58,0.24,0.14,0.04,8,0.125,5.375,1,0,1
69,0.797101449,0,0.202898551,0,15,0.266666667,3.666666667,0.933333333,0,0
63,0.73015873,0,0.142857143,0.126984127,10,0,5.4,1,0,0
118,0.754237288,0.008474576,0.203389831,0.033898305,25,0.28,3.76,0.84,0,0
143,0.643356643,0.097902098,0.20979021,0.048951049,31,0.290322581,3.64516129,0.935483871,1,1
22,0.818181818,0,0.136363636,0.045454545,4,0.25,4.75,1,0,0
43,0.76744186,0,0.186046512,0.046511628,9,0.222222222,3.888888889,1,0,0
45,0.844444444,0,0.177777778,0,9,0.222222222,4.222222222,0.888888889,0,0
149,0.67114094,0.134228188,0.174496644,0.020134228,27,0.333333333,4.555555556,0.888888889,1,1
74,0.783783784,0.013513514,0.175675676,0.027027027,14,0.071428571,4.357142857,0.928571429,1,0
159,0.748427673,0.094339623,0.13836478,0.018867925,23,0.130434783,5.956521739,0.956521739,1,1
43,0.744186047,0,0.162790698,0.093023256,8,0.375,4.5,1,0,0
126,0.634920635,0.166666667,0.158730159,0.03968254,21,0.095238095,5.047619048,1,1,1
31,0.709677419,0,0.193548387,0.096774194,7,0.142857143,3.571428571,1,0,0
75,0.72,0,0.2,0.093333333,16,0.3125,3.8125,0.9375,0,0
51,0.68627451,0,0.235294118,0.078431373,13,0.384615385,3,0.923076923,0,0
27,0.740740741,0.037037037,0.148148148,0.074074074,5,0,4.6,1,0,0
34,0.735294118,0,0.176470588,0.088235294,7,0,4,1,0,0
129,0.728682171,0.023255814,0.15503876,0.093023256,21,0.285714286,5.19047619,0.952380952,0,0
136,0.661764706,0.066176471,0.183823529,0.088235294,26,0.346153846,4.269230769,1,0,0
24,0.791666667,0,0.166666667,0.041666667,5,0.2,4,1,0,0
33,0.727272727,0,0.242424242,0.03030303,9,0.555555556,2.777777778,1,0,0
62,0.822580645,0,0.161290323,0.016129032,11,0.181818182,4.727272727,1,0,0
96,0.78125,0,0.1875,0.03125,19,0.105263158,4.105263158,0.842105263,0,0
52,0.673076923,0.019230769,0.269230769,0.057692308,15,0.4,2.6,0.866666667,0,0
65,0.769230769,0,0.2,0.046153846,14,0.285714286,3.785714286,0.928571429,0,0
52,0.826923077,0,0.173076923,0,10,0.1,4.3,1,0,0
52,0.711538462,0,0.211538462,0.096153846,12,0.333333333,3.5,0.916666667,0,0
34,0.676470588,0.029411765,0.176470588,0.117647059,7,0.142857143,4,1,0,0
53,0.830188679,0,0.169811321,0,10,0.1,4.4,1,1,0
108,0.75,0.018518519,0.194444444,0.046296296,22,0.272727273,4,0.909090909,0,0
60,0.75,0,0.2,0.05,13,0.230769231,3.692307692,1,0,0
150,0.766666667,0.026666667,0.173333333,0.033333333,27,0.37037037,4.592592593,0.962962963,0,0
53,0.754716981,0,0.188679245,0.056603774,11,0.181818182,3.909090909,1,0,0
84,0.80952381,0,0.166666667,0.023809524,15,0.2,4.666666667,0.8,0,0
81,0.716049383,0.135802469,0.148148148,0,13,0.230769231,5.307692308,1,1,1
87,0.781609195,0,0.218390805,0,20,0.35,3.4,0.8,0,0
83,0.734939759,0,0.192771084,0.072289157,17,0.235294118,3.941176471,0.941176471,0,0
26,0.807692308,0,0.153846154,0.038461538,5,0,4.4,1,0,0
58,0.775862069,0,0.189655172,0.034482759,12,0.166666667,3.916666667,1,0,0
45,0.711111111,0,0.177777778,0.111111111,9,0.333333333,4.111111111,1,0,0
43,0.744186047,0,0.209302326,0.046511628,10,0.3,3.4,1,0,0
24,0.75,0,0.166666667,0.083333333,5,0.2,4,1,0,0
96,0.822916667,0,0.177083333,0,18,0.333333333,4.388888889,0.944444444,1,0
69,0.753623188,0,0.188405797,0.057971014,14,0.428571429,4,1,0,0
178,0.769662921,0,0.191011236,0.039325843,35,0.2,4.114285714,0.857142857,0,0
119,0.56302521,0.226890756,0.159663866,0.050420168,20,0.2,5,0.9,0,1
54,0.722222222,0,0.185185185,0.092592593,11,0.272727273,4,1,0,0
26,0.769230769,0,0.230769231,0,7,0.428571429,2.857142857,1,0,0
155,0.832258065,0.006451613,0.116129032,0.04516129,19,0.210526316,7.210526316,1,0,0
126,0.753968254,0.015873016,0.182539683,0.047619048,24,0.416666667,4.291666667,0.916666667,0,0
48,0.8125,0,0.145833333,0.041666667,8,0,5.125,1,0,0
150,0.68,0.133333333,0.173333333,0.013333333,27,0.333333333,4.592592593,0.888888889,0,1
39,0.769230769,0,0.179487179,0.051282051,8,0.125,4,1,0,0
80,0.75,0,0.225,0.025,19,0.368421053,3.263157895,1,0,0
116,0.784482759,0,0.215517241,0,26,0.346153846,3.5,0.846153846,0,0
5,0.4,0,0,0.6,1,0,5,1,0,0
66,0.681818182,0.075757576,0.166666667,0.075757576,12,0.25,4.583333333,1,1,1
81,0.740740741,0,0.209876543,0.049382716,18,0.222222222,3.555555556,0.888888889,0,0
20,0.65,0.05,0.25,0.05,6,0.666666667,2.5,0.833333333,0,0
13,0.615384615,0,0.153846154,0.230769231,3,0.333333333,3.666666667,1,0,0
37,0.810810811,0,0.189189189,0,8,0.25,3.75,1,0,0
66,0.590909091,0.045454545,0.242424242,0.121212121,17,0.529411765,2.941176471,0.882352941,0,0
69,0.710144928,0.028985507,0.202898551,0.057971014,15,0.4,3.666666667,1,0,0
55,0.763636364,0,0.218181818,0.018181818,13,0.307692308,3.307692308,1,0,0
45,0.777777778,0,0.177777778,0.044444444,9,0.222222222,4.111111111,1,0,0
174,0.718390805,0,0.201149425,0.091954023,36,0.222222222,3.916666667,0.805555556,0,0
25,0.76,0,0.16,0.08,5,0.2,4.2,1,0,0
28,0.714285714,0,0.178571429,0.107142857,6,0.166666667,3.833333333,1,0,0
39,0.846153846,0,0.153846154,0,7,0,4.714285714,0.857142857,0,0
155,0.793548387,0,0.193548387,0.012903226,31,0.096774194,4.032258065,0.903225806,0,0
137,0.744525547,0,0.233576642,0.02189781,33,0.303030303,3.181818182,0.818181818,0,0
24,0.75,0,0.208333333,0.041666667,6,0.333333333,3.166666667,1,0,0
69,0.594202899,0.115942029,0.15942029,0.130434783,12,0.25,4.833333333,1,0,0
61,0.62295082,0.032786885,0.213114754,0.131147541,14,0.285714286,3.428571429,0.928571429,0,0
85,0.788235294,0,0.188235294,0.023529412,17,0.176470588,4.058823529,0.941176471,0,0
174,0.787356322,0,0.195402299,0.017241379,35,0.257142857,4,0.857142857,0,0
48,0.729166667,0,0.145833333,0.125,8,0.125,5.125,1,0,0
48,0.770833333,0,0.1875,0.041666667,10,0.4,3.9,1,0,0
25,0.76,0,0.2,0.04,6,0.166666667,3.333333333,1,0,0
54,0.796296296,0,0.166666667,0.037037037,10,0.3,4.5,1,0,0
37,0.675675676,0.027027027,0.243243243,0.054054054,10,0.5,2.8,1,0,0
46,0.739130435,0,0.195652174,0.065217391,10,0.2,3.7,1,0,0
64,0.78125,0,0.171875,0.046875,12,0.166666667,4.416666667,1,0,0
133,0.827067669,0,0.165413534,0.007518797,23,0.086956522,4.826086957,0.913043478,0,0
36,0.722222222,0,0.194444444,0.083333333,8,0.375,3.625,1,0,0
131,0.732824427,0.022900763,0.229007634,0.015267176,31,0.451612903,3.258064516,0.967741935,0,0
51,0.784313725,0,0.196078431,0.019607843,11,0.181818182,3.727272727,1,0,0
48,0.791666667,0,0.145833333,0.0625,8,0,5.125,1,0,0
69,0.826086957,0,0.15942029,0.028985507,12,0.25,4.916666667,0.916666667,0,0
162,0.716049383,0.092592593,0.135802469,0.055555556,23,0.043478261,6.086956522,1,0,1
153,0.751633987,0.039215686,0.176470588,0.032679739,28,0.285714286,4.5,0.928571429,1,1
48,0.645833333,0,0.208333333,0.145833333,11,0.272727273,3.454545455,0.909090909,0,0
38,0.710526316,0,0.210526316,0.078947368,9,0.444444444,3.333333333,0.888888889,0,0
102,0.735294118,0,0.215686275,0.049019608,23,0.347826087,3.47826087,0.869565217,0,0
83,0.734939759,0,0.228915663,0.036144578,20,0.45,3.2,0.95,0,0
84,0.738095238,0.011904762,0.214285714,0.035714286,19,0.473684211,3.473684211,0.894736842,0,0
39,0.794871795,0,0.179487179,0.025641026,8,0.125,4,1,0,0
122,0.754098361,0.008196721,0.196721311,0.040983607,25,0.24,3.92,0.88,0,0
157,0.751592357,0.012738854,0.197452229,0.044585987,32,0.34375,3.96875,0.84375,0,0
36,0.805555556,0,0.166666667,0.027777778,7,0.285714286,4.285714286,1,0,0
139,0.755395683,0.014388489,0.179856115,0.050359712,26,0.230769231,4.384615385,0.884615385,0,1
5,0.4,0,0,0.6,1,0,5,1,0,0
30,0.8,0,0.166666667,0.033333333,6,0.166666667,4.166666667,1,0,0
56,0.785714286,0,0.178571429,0.035714286,11,0.181818182,4.181818182,1,0,0
53,0.754716981,0,0.169811321,0.075471698,10,0.2,4.4,1,0,0
34,0.676470588,0,0.176470588,0.147058824,7,0.285714286,4,1,0,0
85,0.682352941,0.047058824,0.211764706,0.058823529,19,0.421052632,3.526315789,1,0,0
139,0.755395683,0.007194245,0.201438849,0.035971223,29,0.24137931,3.827586207,0.862068966,0,0
35,0.8,0,0.171428571,0.028571429,7,0.285714286,4.142857143,1,0,0
29,0.827586207,0,0.172413793,0,6,0.166666667,4,1,0,0
129,0.658914729,0.085271318,0.19379845,0.062015504,26,0.307692308,4,0.884615385,0,1
48,0.729166667,0.020833333,0.208333333,0.041666667,11,0.363636364,3.454545455,1,0,0
94,0.776595745,0,0.212765957,0.010638298,21,0.333333333,3.523809524,0.857142857,0,0
26,0.769230769,0,0.192307692,0.038461538,6,0.166666667,3.5,1,0,0
28,0.821428571,0,0.178571429,0,6,0.166666667,3.833333333,1,0,0
41,0.634146341,0,0.170731707,0.195121951,8,0.25,4.25,1,0,0
41,0.609756098,0,0.170731707,0.219512195,8,0.125,4.25,1,0,0
149,0.738255034,0,0.228187919,0.033557047,35,0.342857143,3.285714286,0.857142857,0,0
168,0.779761905,0,0.178571429,0.047619048,31,0.193548387,4.483870968,0.870967742,0,0
81,0.765432099,0.012345679,0.209876543,0.012345679,18,0.444444444,3.555555556,0.888888889,0,0
45,0.666666667,0,0.2,0.133333333,10,0.4,3.6,1,0,0
56,0.767857143,0,0.178571429,0.053571429,11,0.181818182,4.181818182,1,0,0
41,0.780487805,0,0.12195122,0.097560976,6,0.333333333,6,1,0,0
23,0.782608696,0,0.173913043,0.043478261,5,0.4,3.8,1,0,0
112,0.785714286,0.008928571,0.1875,0.017857143,22,0.227272727,4.136363636,1,0,0
38,0.815789474,0,0.157894737,0.026315789,7,0.285714286,4.571428571,1,0,0
160,0.7375,0,0.2,0.0625,33,0.181818182,3.878787879,0.939393939,0,0
32,0.90625,0,0.09375,0,4,0.25,7.25,1,0,0
47,0.829787234,0,0.170212766,0,9,0.222222222,4.333333333,1,0,0
82,0.768292683,0,0.207317073,0.024390244,18,0.333333333,3.611111111,1,0,0
25,0.8,0,0.16,0.04,5,0,4.2,1,0,0
50,0.8,0,0.16,0.04,9,0.111111111,4.666666667,1,0,0
157,0.668789809,0.133757962,0.159235669,0.038216561,26,0.230769231,5.076923077,0.961538462,1,1
21,0.714285714,0,0.142857143,0.142857143,4,0,4.5,1,0,0
30,0.8,0,0.166666667,0.033333333,6,0.333333333,4.166666667,1,0,0
121,0.743801653,0.008264463,0.198347107,0.049586777,25,0.4,3.88,0.8,0,0
52,0.807692308,0,0.153846154,0.038461538,9,0.111111111,4.888888889,1,0,0
84,0.69047619,0.011904762,0.226190476,0.071428571,20,0.45,3.25,0.95,0,0
24,0.833333333,0,0.166666667,0,5,0.4,4,1,0,0
81,0.814814815,0,0.185185185,0,16,0.125,4.125,0.9375,0,0
151,0.774834437,0,0.205298013,0.01986755,32,0.1875,3.75,0.90625,0,0
131,0.778625954,0.007633588,0.190839695,0.022900763,26,0.230769231,4.076923077,0.961538462,0,0
323,0.721362229,0.003095975,0.20123839,0.083591331,66,0.242424242,3.954545455,0.803030303,0,0
49,0.816326531,0,0.183673469,0,10,0.1,4,1,0,0
65,0.753846154,0.015384615,0.184615385,0.046153846,13,0.307692308,4.076923077,0.923076923,0,0
29,0.793103448,0,0.172413793,0.034482759,6,0,4,1,0,0
206,0.776699029,0,0.199029126,0.024271845,42,0.19047619,3.928571429,0.833333333,1,0
114,0.745614035,0,0.201754386,0.052631579,24,0.25,3.791666667,0.916666667,0,0
100,0.57,0.23,0.18,0.02,19,0.052631579,4.315789474,1,0,1
49,0.734693878,0.040816327,0.204081633,0.020408163,11,0.272727273,3.545454545,1,0,0
106,0.773584906,0,0.179245283,0.047169811,20,0.15,4.35,1,0,0
36,0.722222222,0,0.138888889,0.138888889,6,0.166666667,5.166666667,1,0,0
32,0.8125,0,0.15625,0.03125,6,0,4.5,1,0,0
50,0.78,0,0.18,0.04,10,0.1,4.1,1,0,0
80,0.725,0,0.225,0.05,19,0.368421053,3.263157895,1,0,0
146,0.684931507,0.034246575,0.178082192,0.116438356,27,0.333333333,4.518518519,0.925925926,0,0
148,0.601351351,0.168918919,0.175675676,0.054054054,27,0.074074074,4.518518519,0.925925926,0,1
156,0.602564103,0.198717949,0.134615385,0.064102564,22,0.090909091,6.136363636,1,0,1
23,0.826086957,0,0.130434783,0.043478261,4,0,5,1,0,0
40,0.825,0,0.175,0,8,0.125,4.125,1,0,0
159,0.710691824,0.106918239,0.144654088,0.037735849,24,0.166666667,5.666666667,0.875,0,1
24,0.75,0,0.166666667,0.083333333,5,0.4,4,1,0,0
143,0.643356643,0.097902098,0.20979021,0.048951049,31,0.290322581,3.64516129,0.935483871,1,1
22,0.727272727,0,0.272727273,0,7,0.428571429,2.285714286,1,0,0
155,0.735483871,0,0.180645161,0.083870968,29,0.24137931,4.379310345,0.931034483,0,0
72,0.763888889,0,0.236111111,0,18,0.444444444,3.055555556,1,0,0
203,0.802955665,0,0.15270936,0.044334975,32,0.21875,5.375,0.78125,0,0
326,0.634969325,0.003067485,0.239263804,0.122699387,79,0.544303797,3.139240506,0.632911392,0,0
