C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short words/W,avg_W_len,unique_W/W,class
5,0.4,0,0,0.6,1,1,5,1,ham
149,0.825503356,0,0.154362416,0.020134228,24,0.875,5.25,0.875,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
131,0.748091603,0,0.221374046,0.030534351,30,0.766666667,3.4,0.9,ham
153,0.758169935,0,0.209150327,0.032679739,33,0.848484848,3.666666667,0.878787879,ham
31,0.774193548,0,0.161290323,0.064516129,6,0.666666667,4.333333333,1,ham
51,0.823529412,0,0.156862745,0.019607843,9,0.666666667,4.777777778,1,ham
18,0.722222222,0,0.166666667,0.111111111,4,0.5,3.75,1,ham
171,0.789473684,0,0.192982456,0.01754386,34,0.764705882,4.058823529,0.852941176,ham
129,0.689922481,0.100775194,0.162790698,0.046511628,22,0.909090909,4.909090909,0.954545455,spam
76,0.789473684,0,0.184210526,0.026315789,15,0.933333333,4.133333333,1,ham
78,0.692307692,0,0.166666667,0.141025641,14,0.785714286,4.642857143,0.857142857,ham
112,0.785714286,0,0.1875,0.026785714,22,0.727272727,4.136363636,1,ham
58,0.75862069,0,0.189655172,0.051724138,12,0.666666667,3.916666667,1,ham
158,0.753164557,0,0.208860759,0.037974684,34,0.794117647,3.676470588,0.794117647,ham
58,0.724137931,0,0.189655172,0.103448276,12,0.583333333,4,0.833333333,ham
153,0.803921569,0,0.183006536,0.013071895,29,0.75862069,4.310344828,0.689655172,ham
153,0.758169935,0.013071895,0.176470588,0.052287582,28,0.821428571,4.5,0.964285714,spam
34,0.823529412,0,0.117647059,0.058823529,5,1,6,1,ham
121,0.619834711,0.190082645,0.190082645,0,24,0.875,4.083333333,0.958333333,spam
26,0.730769231,0,0.153846154,0.115384615,5,0.8,4.4,1,ham
29,0.620689655,0,0.24137931,0.206896552,8,0.5,3,0.75,ham
26,0.730769231,0,0.192307692,0.076923077,6,0.666666667,3.5,1,ham
64,0.828125,0,0.140625,0.03125,10,0.9,5.5,1,ham
121,0.785123967,0,0.190082645,0.024793388,24,0.916666667,4.083333333,0.791666667,spam
177,0.762711864,0,0.186440678,0.050847458,34,0.764705882,4.235294118,0.941176471,ham
56,0.857142857,0,0.142857143,0,9,0.888888889,5.333333333,1,ham
148,0.75,0,0.216216216,0.033783784,33,0.696969697,3.515151515,0.727272727,ham
89,0.775280899,0,0.168539326,0.056179775,16,0.875,4.625,1,ham
110,0.772727273,0,0.190909091,0.036363636,22,0.772727273,4.045454545,0.954545455,ham
455,0.769230769,0,0.206593407,0.024175824,95,0.705263158,3.8,0.726315789,ham
36,0.833333333,0,0.138888889,0.027777778,6,1,5.166666667,1,ham
28,0.678571429,0,0.071428571,0.25,3,1,8.666666667,1,ham
33,0.757575758,0,0.181818182,0.060606061,7,0.714285714,3.857142857,1,ham
51,0.745098039,0,0.196078431,0.058823529,11,0.818181818,3.727272727,1,ham
157,0.808917197,0,0.171974522,0.01910828,28,0.892857143,4.642857143,0.928571429,spam
45,0.777777778,0,0.2,0.022222222,10,0.8,3.6,1,ham
37,0.810810811,0,0.135135135,0.054054054,6,1,5.333333333,1,ham
158,0.632911392,0.14556962,0.164556962,0.056962025,27,0.777777778,4.888888889,1,spam
39,0.794871795,0,0.179487179,0.025641026,8,1,4,1,ham
96,0.708333333,0.020833333,0.229166667,0.041666667,23,0.608695652,3.217391304,0.913043478,ham
15,0.666666667,0,0.133333333,0.2,3,0.666666667,4.333333333,1,ham
29,0.75862069,0,0.137931034,0.103448276,5,1,5,1,ham
32,0.78125,0,0.1875,0.03125,7,1,3.714285714,0.857142857,ham
150,0.706666667,0,0.24,0.053333333,37,0.72972973,3.081081081,0.72972973,ham
29,0.827586207,0,0.103448276,0.068965517,4,0.75,6.5,1,ham
36,0.777777778,0,0.166666667,0.055555556,7,1,4.285714286,1,ham
54,0.833333333,0,0.166666667,0,10,0.6,4.5,1,ham
29,0.827586207,0,0.137931034,0.034482759,5,0.8,5,1,ham
47,0.70212766,0,0.212765957,0.085106383,11,0.636363636,3.363636364,1,ham
172,0.773255814,0,0.203488372,0.023255814,36,0.666666667,3.805555556,0.861111111,ham
32,0.65625,0,0.15625,0.1875,6,0.666666667,4.5,1,ham
22,0.772727273,0,0.136363636,0.090909091,4,0.75,4.75,1,ham
150,0.666666667,0.106666667,0.18,0.046666667,28,0.857142857,4.392857143,0.857142857,spam
91,0.758241758,0,0.186813187,0.054945055,18,0.722222222,4.111111111,0.888888889,ham
53,0.79245283,0,0.169811321,0.037735849,10,0.7,4.4,1,ham
24,0.875,0,0.125,0,4,0.75,5.25,1,ham
121,0.776859504,0,0.190082645,0.033057851,24,0.833333333,4.083333333,0.791666667,ham
36,0.805555556,0,0.166666667,0.027777778,7,0.714285714,4.285714286,1,ham
212,0.759433962,0,0.179245283,0.061320755,39,0.743589744,4.461538462,0.923076923,ham
25,0.8,0,0.12,0.08,4,1,5.5,1,ham
153,0.751633987,0.032679739,0.163398693,0.052287582,26,0.846153846,4.923076923,0.923076923,spam
59,0.813559322,0,0.152542373,0.033898305,10,0.7,5,1,ham
153,0.738562092,0,0.222222222,0.039215686,35,0.657142857,3.4,0.685714286,ham
37,0.702702703,0,0.135135135,0.162162162,6,0.833333333,5.333333333,1,ham
79,0.721518987,0,0.202531646,0.075949367,17,0.705882353,3.705882353,0.941176471,ham
23,0.782608696,0,0.217391304,0,6,0.5,3,1,ham
50,0.78,0,0.2,0.02,11,0.909090909,3.636363636,0.909090909,ham
75,0.773333333,0,0.2,0.026666667,16,0.625,3.75,0.9375,ham
41,0.731707317,0,0.219512195,0.048780488,10,0.7,3.2,1,ham
8,0.5,0,0.125,0.375,2,0.5,3.5,1,ham
36,0.777777778,0,0.194444444,0.027777778,8,0.875,3.625,0.875,ham
31,0.741935484,0,0.193548387,0.064516129,7,0.571428571,3.571428571,1,ham
73,0.767123288,0.02739726,0.191780822,0.01369863,15,0.733333333,3.933333333,1,ham
127,0.763779528,0,0.196850394,0.039370079,26,0.807692308,3.923076923,0.923076923,ham
14,0.714285714,0,0.214285714,0.071428571,4,0.5,2.75,1,ham
97,0.742268041,0,0.226804124,0.030927835,23,0.52173913,3.260869565,0.913043478,ham
125,0.68,0.008,0.168,0.144,22,0.818181818,4.727272727,0.954545455,ham
91,0.791208791,0,0.197802198,0.010989011,19,0.789473684,3.842105263,1,ham
63,0.746031746,0.015873016,0.158730159,0.079365079,11,0.727272727,4.818181818,1,ham
58,0.793103448,0,0.189655172,0.017241379,12,0.916666667,3.916666667,1,ham
46,0.760869565,0,0.195652174,0.043478261,10,0.7,3.7,1,ham
26,0.769230769,0.038461538,0.153846154,0.038461538,5,0.6,4.4,1,ham
138,0.65942029,0.007246377,0.231884058,0.130434783,33,0.696969697,3.333333333,0.727272727,ham
29,0.724137931,0,0.24137931,0.034482759,8,0.375,2.75,0.875,ham
30,0.833333333,0,0.133333333,0.033333333,5,0.8,5.2,1,ham
156,0.814102564,0.019230769,0.147435897,0.019230769,24,0.875,5.541666667,0.958333333,ham
37,0.783783784,0,0.189189189,0.027027027,8,0.75,3.75,1,ham
63,0.746031746,0,0.158730159,0.095238095,11,0.818181818,4.818181818,1,ham
33,0.878787879,0,0.090909091,0.03030303,4,0.75,7.5,1,ham
145,0.606896552,0.193103448,0.144827586,0.055172414,22,0.636363636,5.636363636,0.909090909,spam
149,0.651006711,0.11409396,0.181208054,0.053691275,28,0.678571429,4.357142857,0.857142857,spam
104,0.730769231,0.009615385,0.230769231,0.028846154,25,0.52,3.2,0.92,ham
57,0.614035088,0,0.175438596,0.210526316,11,0.818181818,4.272727273,1,ham
62,0.725806452,0,0.209677419,0.064516129,14,0.571428571,3.5,0.928571429,ham
183,0.781420765,0,0.202185792,0.016393443,38,0.710526316,3.842105263,0.894736842,ham
593,0.596964587,0.006745363,0.202360877,0.224283305,121,0.504132231,4.05785124,0.421487603,ham
60,0.783333333,0,0.183333333,0.033333333,12,0.833333333,4.083333333,1,ham
61,0.770491803,0,0.196721311,0.032786885,13,0.769230769,3.769230769,1,ham
64,0.84375,0,0.15625,0,11,0.818181818,4.909090909,1,ham
45,0.733333333,0.022222222,0.177777778,0.066666667,9,0.888888889,4.111111111,1,ham
88,0.727272727,0,0.215909091,0.079545455,20,0.75,3.55,0.9,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
336,0.767857143,0.00297619,0.208333333,0.026785714,71,0.732394366,3.774647887,0.774647887,ham
86,0.837209302,0,0.162790698,0,15,0.933333333,4.8,0.866666667,ham
156,0.775641026,0,0.198717949,0.025641026,32,0.78125,3.90625,0.84375,ham
30,0.7,0.033333333,0.2,0.066666667,7,0.428571429,3.428571429,1,ham
105,0.723809524,0,0.228571429,0.047619048,25,0.6,3.24,0.8,ham
147,0.653061224,0.006802721,0.217687075,0.12244898,33,0.545454545,3.484848485,0.787878788,ham
30,0.733333333,0,0.133333333,0.133333333,5,0.6,5.2,1,ham
52,0.826923077,0,0.173076923,0,10,0.7,4.3,1,ham
136,0.580882353,0.213235294,0.139705882,0.066176471,20,0.85,5.85,1,spam
152,0.776315789,0,0.177631579,0.046052632,28,0.785714286,4.464285714,0.785714286,ham
43,0.813953488,0,0.162790698,0.023255814,8,0.875,4.5,0.875,ham
146,0.719178082,0.061643836,0.191780822,0.02739726,29,0.655172414,4.068965517,0.931034483,spam
144,0.638888889,0.166666667,0.152777778,0.041666667,23,0.956521739,5.304347826,1,spam
35,0.742857143,0,0.2,0.057142857,8,0.75,3.5,1,ham
46,0.826086957,0,0.173913043,0,9,0.888888889,4.222222222,1,ham
25,0.8,0,0.12,0.08,4,1,5.5,1,ham
127,0.779527559,0,0.204724409,0.015748031,27,0.777777778,3.740740741,0.925925926,ham
25,0.72,0,0.12,0.16,4,0.75,5.5,1,ham
142,0.774647887,0.014084507,0.176056338,0.035211268,26,0.769230769,4.5,0.961538462,ham
125,0.848,0.008,0.144,0,19,0.684210526,5.631578947,0.947368421,ham
24,0.791666667,0,0.166666667,0.041666667,5,0.8,4,1,ham
43,0.674418605,0,0.162790698,0.162790698,8,0.75,4.5,1,ham
99,0.707070707,0.04040404,0.202020202,0.050505051,21,0.666666667,3.761904762,1,ham
152,0.730263158,0,0.230263158,0.039473684,36,0.638888889,3.25,0.583333333,ham
37,0.756756757,0,0.189189189,0.054054054,8,0.875,3.75,1,ham
32,0.78125,0,0.1875,0.03125,7,0.571428571,3.714285714,1,ham
3,0,1,0,0,1,1,3,1,ham
153,0.705882353,0.08496732,0.124183007,0.08496732,20,0.85,6.7,1,spam
28,0.714285714,0.035714286,0.178571429,0.071428571,6,0.833333333,3.833333333,1,ham
55,0.781818182,0,0.163636364,0.054545455,10,0.8,4.6,1,ham
28,0.75,0,0.25,0,8,0.5,2.625,1,ham
119,0.798319328,0,0.201680672,0,25,0.76,3.8,1,ham
29,0.793103448,0,0.172413793,0.034482759,6,0.833333333,4,1,ham
114,0.754385965,0.00877193,0.192982456,0.052631579,23,0.608695652,4.043478261,0.913043478,ham
39,0.794871795,0,0.205128205,0,9,0.666666667,3.444444444,1,ham
151,0.668874172,0,0.238410596,0.092715232,37,0.621621622,3.108108108,0.702702703,ham
147,0.741496599,0,0.156462585,0.102040816,24,0.791666667,5.166666667,0.666666667,ham
132,0.712121212,0.090909091,0.174242424,0.022727273,24,0.708333333,4.541666667,0.916666667,spam
42,0.761904762,0,0.142857143,0.095238095,7,0.857142857,5.142857143,1,ham
71,0.676056338,0.112676056,0.183098592,0.028169014,14,0.857142857,4.142857143,0.928571429,spam
156,0.762820513,0,0.198717949,0.038461538,32,0.78125,3.90625,0.90625,ham
25,0.72,0,0.2,0.08,6,1,3.333333333,1,ham
145,0.620689655,0.15862069,0.179310345,0.04137931,27,0.740740741,4.407407407,0.962962963,spam
41,0.731707317,0,0.170731707,0.097560976,8,0.75,4.25,1,ham
83,0.78313253,0,0.192771084,0.024096386,17,0.764705882,3.941176471,0.882352941,ham
45,0.666666667,0.044444444,0.222222222,0.066666667,11,0.636363636,3.181818182,0.909090909,ham
73,0.753424658,0.01369863,0.191780822,0.04109589,15,0.666666667,3.933333333,1,ham
158,0.765822785,0,0.170886076,0.063291139,28,0.857142857,4.678571429,0.892857143,ham
47,0.765957447,0,0.191489362,0.042553191,10,0.7,3.8,1,ham
156,0.711538462,0.121794872,0.141025641,0.025641026,23,0.826086957,5.826086957,0.869565217,spam
158,0.765822785,0,0.196202532,0.037974684,32,0.75,3.96875,0.84375,ham
163,0.773006135,0,0.214723926,0.012269939,36,0.722222222,3.555555556,0.833333333,ham
155,0.761290323,0.006451613,0.180645161,0.051612903,29,0.689655172,4.379310345,0.862068966,spam
37,0.783783784,0,0.108108108,0.108108108,5,1,6.6,1,ham
160,0.63125,0.1625,0.1875,0.01875,31,0.709677419,4.193548387,0.935483871,spam
39,0.794871795,0,0.179487179,0.025641026,8,1,4,1,ham
132,0.727272727,0,0.242424242,0.045454545,33,0.575757576,3.090909091,0.818181818,ham
24,0.875,0,0.125,0,4,0.75,5.25,1,ham
35,0.771428571,0,0.171428571,0.057142857,7,0.714285714,4.142857143,1,ham
25,0.76,0,0.16,0.08,5,0.8,4.2,1,ham
31,0.709677419,0.032258065,0.193548387,0.064516129,7,0.857142857,3.571428571,1,ham
36,0.777777778,0,0.166666667,0.055555556,7,0.857142857,4.285714286,1,ham
131,0.717557252,0,0.20610687,0.076335878,28,0.714285714,3.714285714,0.857142857,ham
156,0.743589744,0,0.166666667,0.08974359,27,0.740740741,4.814814815,0.814814815,ham
30,0.766666667,0,0.2,0.033333333,7,0.714285714,3.428571429,1,ham
118,0.737288136,0,0.220338983,0.042372881,27,0.666666667,3.407407407,0.814814815,ham
82,0.695121951,0,0.195121951,0.109756098,17,0.764705882,3.882352941,1,ham
122,0.581967213,0.18852459,0.147540984,0.081967213,19,0.736842105,5.473684211,0.947368421,spam
146,0.657534247,0,0.219178082,0.123287671,33,0.727272727,3.454545455,0.878787879,ham
75,0.746666667,0,0.173333333,0.08,14,0.928571429,4.428571429,0.928571429,ham
22,0.636363636,0.045454545,0.272727273,0.045454545,7,0.285714286,2.285714286,1,ham
90,0.733333333,0,0.2,0.066666667,19,0.684210526,3.789473684,1,ham
61,0.754098361,0,0.163934426,0.081967213,11,0.818181818,4.636363636,0.909090909,ham
148,0.554054054,0.236486486,0.141891892,0.067567568,22,0.818181818,5.772727273,1,spam
27,0.777777778,0,0.148148148,0.074074074,5,1,4.6,1,ham
42,0.738095238,0,0.214285714,0.047619048,10,0.7,3.3,1,ham
74,0.783783784,0,0.175675676,0.040540541,14,0.857142857,4.357142857,1,ham
160,0.7125,0.11875,0.15,0.01875,25,0.76,5.44,1,spam
27,0.777777778,0,0.185185185,0.037037037,6,0.833333333,3.666666667,1,ham
14,0.428571429,0,0.214285714,0.357142857,4,0.25,2.75,1,ham
129,0.720930233,0,0.201550388,0.07751938,27,0.666666667,3.814814815,0.925925926,ham
73,0.821917808,0,0.178082192,0,14,0.857142857,4.285714286,1,ham
88,0.784090909,0,0.204545455,0.011363636,19,0.736842105,3.684210526,1,ham
26,0.730769231,0,0.153846154,0.115384615,5,1,4.4,1,ham
148,0.756756757,0,0.155405405,0.087837838,24,0.75,5.208333333,0.833333333,ham
11,0.727272727,0.090909091,0.090909091,0.090909091,2,0.5,5,1,ham
23,0.782608696,0,0.173913043,0.043478261,5,0.8,3.8,1,ham
158,0.670886076,0.113924051,0.170886076,0.044303797,28,0.857142857,4.678571429,1,spam
73,0.698630137,0.082191781,0.164383562,0.054794521,13,0.923076923,4.692307692,1,spam
25,0.8,0,0.2,0,6,0.833333333,3.333333333,1,ham
145,0.772413793,0,0.15862069,0.068965517,24,0.916666667,5.083333333,0.875,ham
48,0.645833333,0.020833333,0.208333333,0.125,11,0.727272727,3.454545455,1,ham
40,0.775,0,0.2,0.025,9,0.666666667,3.555555556,1,ham
155,0.787096774,0,0.180645161,0.032258065,29,0.827586207,4.379310345,0.896551724,ham
124,0.741935484,0,0.177419355,0.080645161,23,0.826086957,4.434782609,1,ham
18,0.666666667,0,0.166666667,0.166666667,4,0.5,3.75,1,ham
6,0.666666667,0,0.166666667,0.166666667,2,0.5,2.5,1,ham
126,0.746031746,0.007936508,0.23015873,0.015873016,30,0.5,3.233333333,0.9,ham
46,0.826086957,0,0.173913043,0,9,0.666666667,4.222222222,1,ham
30,0.733333333,0.033333333,0.233333333,0,8,0.5,2.875,1,ham
35,0.828571429,0,0.142857143,0.028571429,6,0.833333333,5,1,ham
174,0.683908046,0.120689655,0.155172414,0.040229885,28,0.857142857,5.25,0.892857143,spam
114,0.649122807,0.157894737,0.131578947,0.061403509,16,0.875,6.1875,0.9375,spam
32,0.8125,0,0.125,0.0625,5,1,5.6,1,ham
23,0.826086957,0,0.173913043,0,5,0.8,3.8,1,ham
126,0.69047619,0.063492063,0.19047619,0.055555556,25,0.76,4.08,1,spam
42,0.761904762,0,0.19047619,0.047619048,9,0.777777778,3.777777778,1,ham
99,0.787878788,0,0.171717172,0.04040404,18,0.722222222,4.555555556,1,ham
96,0.75,0.010416667,0.197916667,0.041666667,20,0.7,3.85,0.95,ham
73,0.684931507,0,0.191780822,0.123287671,15,0.8,3.933333333,0.866666667,ham
72,0.722222222,0,0.152777778,0.125,12,0.75,5.083333333,0.916666667,ham
75,0.786666667,0,0.2,0.013333333,16,0.8125,3.75,1,ham
60,0.766666667,0,0.183333333,0.05,12,1,4.083333333,0.916666667,ham
147,0.768707483,0.034013605,0.176870748,0.020408163,27,0.777777778,4.481481481,0.925925926,spam
5,0.4,0,0,0.6,1,1,5,1,ham
31,0.838709677,0,0.161290323,0,6,0.833333333,4.333333333,1,ham
77,0.74025974,0,0.181818182,0.077922078,15,0.8,4.2,0.733333333,ham
33,0.696969697,0.060606061,0.212121212,0.03030303,8,0.5,3.25,1,ham
25,0.76,0,0.16,0.08,5,1,4.2,1,ham
126,0.793650794,0,0.150793651,0.055555556,20,0.9,5.35,1,ham
71,0.661971831,0,0.197183099,0.14084507,15,0.6,3.8,0.933333333,ham
75,0.733333333,0,0.2,0.066666667,16,0.6875,3.75,1,ham
68,0.794117647,0,0.161764706,0.044117647,12,0.833333333,4.75,1,ham
143,0.748251748,0,0.20979021,0.041958042,31,0.580645161,3.64516129,0.774193548,ham
59,0.677966102,0,0.220338983,0.101694915,14,0.714285714,3.285714286,0.928571429,ham
59,0.796610169,0,0.152542373,0.050847458,10,0.9,5,1,ham
49,0.755102041,0,0.204081633,0.040816327,11,0.727272727,3.545454545,1,ham
66,0.787878788,0,0.196969697,0.015151515,14,0.714285714,3.785714286,1,ham
145,0.655172414,0.151724138,0.151724138,0.04137931,23,0.956521739,5.347826087,0.913043478,spam
24,0.75,0,0.208333333,0.041666667,6,0.833333333,3.166666667,1,ham
58,0.75862069,0,0.206896552,0.034482759,13,0.538461538,3.538461538,0.923076923,ham
106,0.773584906,0.009433962,0.179245283,0.037735849,20,0.75,4.35,0.95,ham
138,0.688405797,0.072463768,0.173913043,0.065217391,25,0.84,4.56,0.96,spam
51,0.764705882,0,0.156862745,0.078431373,9,0.555555556,4.777777778,0.777777778,ham
73,0.712328767,0,0.205479452,0.082191781,16,0.625,3.625,0.8125,ham
148,0.743243243,0.006756757,0.22972973,0.02027027,35,0.542857143,3.257142857,0.628571429,ham
144,0.743055556,0,0.166666667,0.090277778,25,0.92,4.8,0.72,ham
62,0.806451613,0,0.14516129,0.048387097,10,1,5.3,1,ham
151,0.701986755,0.052980132,0.205298013,0.039735099,32,0.65625,3.75,0.96875,ham
38,0.631578947,0.026315789,0.210526316,0.157894737,9,0.555555556,3.444444444,0.888888889,ham
65,0.723076923,0,0.215384615,0.092307692,15,0.666666667,3.533333333,0.8,ham
131,0.72519084,0.015267176,0.190839695,0.06870229,26,0.615384615,4.076923077,0.884615385,ham
24,0.833333333,0,0.166666667,0,5,0.6,4,1,ham
136,0.794117647,0.007352941,0.154411765,0.044117647,22,0.818181818,5.227272727,0.818181818,ham
34,0.794117647,0,0.205882353,0,8,0.75,3.375,1,ham
26,0.807692308,0,0.153846154,0.038461538,5,0.8,4.4,1,ham
55,0.8,0,0.181818182,0.018181818,11,0.727272727,4.090909091,0.909090909,ham
26,0.807692308,0,0.153846154,0.038461538,5,0.8,4.4,1,ham
223,0.67264574,0.103139013,0.147982063,0.076233184,34,0.764705882,5.588235294,0.911764706,spam
38,0.763157895,0,0.184210526,0.052631579,8,0.75,3.875,1,ham
36,0.833333333,0,0.166666667,0,7,1,4.285714286,1,ham
23,0.826086957,0,0.173913043,0,5,0.6,3.8,1,ham
51,0.784313725,0,0.196078431,0.019607843,11,0.818181818,3.727272727,1,ham
34,0.676470588,0,0.176470588,0.147058824,7,0.714285714,4,1,ham
34,0.764705882,0,0.176470588,0.058823529,7,0.571428571,4,1,ham
159,0.622641509,0.182389937,0.163522013,0.031446541,27,0.703703704,4.925925926,0.888888889,spam
74,0.756756757,0,0.189189189,0.054054054,15,0.733333333,4,0.933333333,ham
146,0.719178082,0.006849315,0.171232877,0.102739726,26,0.653846154,4.653846154,0.961538462,ham
32,0.75,0,0.21875,0.03125,8,0.625,3.125,1,ham
155,0.722580645,0.116129032,0.148387097,0.012903226,24,0.916666667,5.5,1,spam
159,0.754716981,0.006289308,0.201257862,0.037735849,33,0.696969697,3.848484848,0.96969697,ham
86,0.755813953,0,0.197674419,0.046511628,18,0.777777778,3.833333333,0.944444444,ham
32,0.78125,0,0.1875,0.03125,7,0.714285714,3.714285714,1,ham
166,0.759036145,0,0.168674699,0.072289157,29,0.862068966,4.75862069,0.827586207,ham
22,0.772727273,0,0.227272727,0,6,0.666666667,2.833333333,1,ham
26,0.730769231,0,0.115384615,0.153846154,4,1,5.75,1,ham
92,0.793478261,0.010869565,0.184782609,0.010869565,18,0.722222222,4.166666667,1,ham
37,0.837837838,0,0.162162162,0,7,1,4.428571429,1,ham
46,0.739130435,0,0.217391304,0.043478261,11,0.727272727,3.272727273,1,ham
62,0.774193548,0,0.193548387,0.032258065,13,0.692307692,3.846153846,1,ham
39,0.794871795,0,0.102564103,0.102564103,5,1,7,1,ham
50,0.76,0,0.22,0.02,12,0.416666667,3.25,1,ham
32,0.75,0,0.21875,0.03125,8,0.625,3.125,0.75,ham
21,0.666666667,0,0.142857143,0.19047619,4,1,4.5,1,ham
107,0.738317757,0.009345794,0.23364486,0.018691589,26,0.576923077,3.153846154,0.923076923,ham
38,0.736842105,0,0.131578947,0.131578947,6,0.666666667,5.5,1,ham
203,0.81773399,0,0.147783251,0.034482759,31,0.774193548,5.580645161,0.935483871,ham
158,0.797468354,0,0.139240506,0.063291139,23,0.956521739,5.913043478,0.869565217,ham
67,0.76119403,0,0.179104478,0.059701493,13,0.769230769,4.230769231,0.846153846,ham
143,0.629370629,0.160839161,0.146853147,0.062937063,22,0.818181818,5.545454545,1,spam
121,0.685950413,0.049586777,0.157024793,0.107438017,20,0.8,5.1,0.95,ham
162,0.679012346,0.098765432,0.179012346,0.043209877,30,0.866666667,4.433333333,0.866666667,spam
25,0.72,0,0.24,0.04,7,0.428571429,2.714285714,1,ham
68,0.794117647,0,0.191176471,0.014705882,14,0.785714286,3.928571429,0.857142857,ham
123,0.691056911,0.016260163,0.227642276,0.06504065,29,0.551724138,3.275862069,0.896551724,ham
61,0.786885246,0,0.163934426,0.049180328,11,0.818181818,4.636363636,1,ham
33,0.696969697,0,0.212121212,0.090909091,8,0.625,3.25,1,ham
155,0.767741935,0,0.206451613,0.025806452,33,0.787878788,3.727272727,0.848484848,ham
40,0.8,0,0.175,0.025,8,0.875,4.125,1,ham
49,0.693877551,0.020408163,0.183673469,0.102040816,10,0.6,4,0.9,ham
41,0.780487805,0,0.195121951,0.024390244,9,0.666666667,3.666666667,1,ham
33,0.484848485,0.333333333,0.151515152,0.03030303,6,1,4.666666667,1,spam
154,0.74025974,0.032467532,0.175324675,0.051948052,28,0.75,4.535714286,0.928571429,spam
153,0.712418301,0.052287582,0.189542484,0.045751634,30,0.733333333,4.133333333,0.866666667,ham
163,0.644171779,0.116564417,0.165644172,0.073619632,28,0.857142857,4.857142857,1,spam
154,0.636363636,0.162337662,0.168831169,0.032467532,27,0.851851852,4.740740741,1,spam
21,0.619047619,0,0.238095238,0.142857143,6,0.5,2.666666667,1,ham
53,0.79245283,0,0.169811321,0.037735849,10,0.7,4.4,1,ham
62,0.790322581,0,0.193548387,0.016129032,13,0.538461538,3.846153846,0.846153846,ham
156,0.775641026,0,0.198717949,0.025641026,32,0.78125,3.90625,0.84375,ham
34,0.705882353,0,0.235294118,0.058823529,9,0.555555556,2.888888889,0.888888889,ham
150,0.76,0,0.186666667,0.053333333,29,0.862068966,4.206896552,0.931034483,ham
26,0.653846154,0,0.115384615,0.230769231,4,0.75,5.75,1,ham
27,0.777777778,0,0.222222222,0,7,0.571428571,3,1,ham
52,0.769230769,0,0.192307692,0.038461538,11,0.909090909,3.818181818,1,ham
100,0.76,0,0.21,0.03,22,0.636363636,3.590909091,0.954545455,ham
164,0.743902439,0.018292683,0.176829268,0.06097561,30,0.7,4.5,0.866666667,ham
131,0.709923664,0.038167939,0.183206107,0.06870229,25,0.64,4.28,0.96,spam
39,0.794871795,0,0.179487179,0.025641026,8,0.875,4,1,ham
32,0.75,0,0.1875,0.0625,7,0.714285714,3.714285714,1,ham
157,0.777070064,0,0.210191083,0.012738854,34,0.764705882,3.647058824,0.823529412,ham
119,0.781512605,0,0.193277311,0.025210084,24,0.833333333,4,0.958333333,ham
42,0.80952381,0,0.166666667,0.023809524,8,0.75,4.375,1,ham
46,0.760869565,0,0.195652174,0.043478261,10,0.9,3.7,0.9,ham
43,0.697674419,0,0.255813953,0.046511628,12,0.5,2.666666667,1,ham
121,0.752066116,0,0.181818182,0.082644628,23,0.695652174,4.391304348,0.826086957,ham
24,0.833333333,0,0.166666667,0,5,0.8,4,1,ham
29,0.620689655,0,0.172413793,0.206896552,6,0.5,4,1,ham
34,0.705882353,0,0.205882353,0.088235294,8,0.75,3.375,1,ham
27,0.666666667,0,0.185185185,0.185185185,6,0.666666667,3.833333333,0.833333333,ham
47,0.744680851,0,0.14893617,0.106382979,8,0.875,5,1,ham
155,0.683870968,0.135483871,0.161290323,0.019354839,26,0.846153846,5,0.961538462,spam
47,0.744680851,0,0.212765957,0.042553191,11,0.636363636,3.363636364,1,ham
115,0.67826087,0,0.2,0.12173913,24,0.75,3.833333333,0.958333333,ham
36,0.777777778,0,0.194444444,0.027777778,8,0.625,3.625,1,ham
63,0.73015873,0,0.222222222,0.047619048,15,0.733333333,3.266666667,0.933333333,ham
83,0.710843373,0.012048193,0.21686747,0.060240964,19,0.578947368,3.421052632,0.894736842,ham
124,0.701612903,0.024193548,0.201612903,0.072580645,26,0.653846154,3.807692308,0.961538462,ham
24,0.791666667,0,0.166666667,0.041666667,5,0.8,4,1,ham
89,0.741573034,0,0.247191011,0.011235955,23,0.652173913,2.913043478,0.956521739,ham
67,0.71641791,0.014925373,0.164179104,0.104477612,12,0.75,4.666666667,1,ham
44,0.772727273,0,0.181818182,0.045454545,9,0.888888889,4,1,ham
33,0.696969697,0.03030303,0.181818182,0.090909091,7,0.714285714,3.857142857,1,ham
28,0.785714286,0,0.178571429,0.035714286,6,0.666666667,3.833333333,1,ham
37,0.675675676,0,0.189189189,0.135135135,8,0.75,3.75,1,ham
76,0.789473684,0,0.157894737,0.052631579,13,0.769230769,4.923076923,1,ham
150,0.76,0,0.233333333,0.006666667,36,0.611111111,3.194444444,0.861111111,ham
45,0.777777778,0,0.177777778,0.044444444,9,0.666666667,4.111111111,1,ham
84,0.666666667,0,0.202380952,0.130952381,18,0.722222222,3.722222222,0.888888889,ham
24,0.791666667,0,0.208333333,0,6,0.5,3.166666667,1,ham
